report_id,source,text,hazard_assessment,lsr_rule,control_status,severity,is_sif_precursor,notes,rubric_version,annotator
35,synthetic,"At Terminal C on the night shift a contractor was operating a hydraulic jack to lift a cracked valve. While the jack was on the load, the safety lockout bar had been removed to speed up the job and the jack slipped, throwing the valve against the concrete wall. The contractor was only grazed, but the incident shows the equipment hazard when a safety barrier was missing.",yes,lifting,absent,4,TRUE,contractor only grazed; jack slipped but low-energy outcome described,2.1,akanksha
71,synthetic,"In the Maintenance Shop H during the day shift, a contractor was entering a ventilation duct that had been marked as a confined space. He forgot to put on a full-face respirator and when he reached the bottom, the duct’s access hatch blew open from a faulty latch, spilling a small amount of condensate onto the floor. The contractor slipped on the wet spot and fell, but he landed on a padded mat and only got a bruised elbow. The incident shows the hatch latch failed and the confined space entry was not properly guarded.",yes,confined_space,failed,3,FALSE,landed on padded mat; latch failed but injury capped at bruise,2.1,akanksha
55,synthetic,"I was on the night shift at Refinery B and had to enter a vent pipe to check a leak. While inside, the air pressure suddenly dropped and the ventilation fan kicked off, so I nearly got stuck in the pipe. I managed to pull out safely, but there was no proper lock‑out/tag‑out on the vent line, and no oxygen sensor was installed. I flagged the missing barrier and the missing oxygen monitoring so it can be fixed before anyone else goes in.",yes,confined_space,absent,4,TRUE,no LOTO or O2 sensor on vent line; nearly trapped,2.1,akanksha
91,synthetic,"At Rig 4 during the day shift, a contractor was working on the hydraulic system when the isolation valve failed to close. The valve remained open, and a sudden surge of pressure forced fluid into the pipework, causing a burst that sent high‑temperature fluid scalding the contractor’s sleeve. Luckily, the contractor only suffered second‑degree burns and was evacuated for treatment, but the incident showed that the isolation system was not functioning as it should.",yes,energy_isolation,failed,4,TRUE,"valve failed to close, high-temp fluid caused 2nd-degree burns",2.1,akanksha
83,synthetic,"At Pipeline Yard D on the day shift, a company employee was operating a hydraulic lift when the safety guard on the machine slipped off the frame and fell into the hydraulic cylinder. The guard was not secured, and the employee had to stop the lift immediately to avoid a serious injury. The incident highlighted a missing safety barrier that could have prevented the guard from falling.",yes,lifting,absent,3,FALSE,"guard fell off, employee stopped lift before injury",2.1,akanksha
36,synthetic,"During the day shift on Rig 4, a company employee was attempting to start the hydraulic pump after a routine maintenance check. The isolation lockout was not engaged, and when the operator turned the key, the system powered up unexpectedly. The employee was immediately pulled back to safety, but the sudden pressure surge caused a burst in the pipe, spraying hydraulic fluid across the work area. The incident highlighted a clear failure of the energy isolation procedure.",yes,energy_isolation,absent,4,TRUE,"lockout not engaged; pressure surge burst pipe, no injury reported",2.1,akanksha
89,synthetic,"At Terminal C during the day shift, a company employee entered a maintenance hatch that had no proper lockout/tagout in place. He found the hatch unlocked, slipped inside, and immediately felt a sudden drop in oxygen levels. He had to exit quickly by climbing back out, but the hatch’s guard rail had snapped, so he almost slipped and cut his arm on the metal edge. No one was injured, but the incident shows how critical it is to secure all confined spaces before entry.",yes,confined_space,absent,5,TRUE,"guard rail snapped, minor cut risk, no injury",2.1,akanksha
1,synthetic,"At Terminal C, during the night shift, a company employee was walking through the loading bay without wearing the required safety harness. The worker was near a high‑tension cable that had been temporarily lowered, so he nearly touched it and lost his balance. Fortunately, the fall was arrested by the guard rail, but it was a clear reminder that not wearing PPE can lead to serious injury.",yes,work_at_height,present,4,FALSE,guard rail arrested fall near live cable; control worked,2.1,akanksha
174,osha,"An employee was driving a forklift when he struck a pallet of pipes. A pipe then hit his head, causing head trauma that required hospitalization.",yes,line_of_fire,absent,5,TRUE,"struck by pipe causing head trauma, hospitalized",2.1,akanksha
46,synthetic,"During the day shift on Rig 4, a company employee slipped on a puddle of oil that had leaked from a damaged pipe. The employee was walking across the hatchway when the slick caused a loss of balance, but he managed to catch himself on a nearby support beam and avoided a fall. The spill was quickly contained with a spill kit, but the incident highlighted that the spill containment barrier on that section of the hatch was missing and needs to be installed ASAP.",yes,line_of_fire,absent,2,FALSE,caught himself on beam; spill contained quickly,2.1,akanksha
108,synthetic,"During the night shift on Rig 4, a company employee was seen walking through the rig floor without a safety vest or hard hat. He was just about to step onto a wet area near the spill containment barrier when the barrier, which had been removed for maintenance, was not in place. He slipped a few inches, nearly falling onto the pipework, but the fall was stopped by a nearby safety rope. The incident was logged as a near‑miss because the employee was able to regain footing before any damage occurred.",yes,line_of_fire,absent,2,FALSE,"near-miss slip, safety rope stopped fall, no injury",2.1,akanksha
107,synthetic,"At Terminal C during the day shift, a company employee was walking through the storage aisle and failed to wear his hard hat. He accidentally brushed against a stack of cracked piping, and the loose pipe slid onto the floor, causing a small spill. The employee slipped on the liquid but managed to get back up without injury. However, the missing helmet and the exposed pipe pose a serious risk to others.",yes,line_of_fire,absent,2,FALSE,"no hard hat, minor spill slip, no injury",2.1,akanksha
63,synthetic,"During the night shift at Terminal C, a company employee was seen walking past the hazardous spill area without wearing a protective glove. The employee’s bare hand brushed a sharp edge on the containment barrier, causing a small cut that bled and required immediate first aid. The lack of gloves was a clear PPE noncompliance issue that could have led to a serious injury if the employee had handled a larger spill.",yes,line_of_fire,absent,2,FALSE,"missing glove, small cut requiring first aid only",2.1,akanksha
180,osha,"While pulling a drilling pipe, the pipe broke and the jack fell onto the employee's foot crushing the steel toe portion into his foot.",yes,lifting,failed,4,TRUE,jack fell crushing steel toe into foot,2.1,akanksha
150,synthetic,"During the night shift at Storage Site E, a company employee slipped while descending the steel ladder beside the tank stack because the handhold had a cracked plate. He almost fell to the ground but caught himself on the metal rung, so no injury occurred. The ladder should have been inspected before use.",yes,work_at_height,failed,3,FALSE,"ladder handhold cracked; caught himself, no injury",2.1,akanksha
171,osha,"An employee was cleaning a pin on a metal lathe when their hand got caught in the unguarded chuck of the lathe. The employee's left forearm, thumb, index and ring fingers were broken.",yes,line_of_fire,absent,4,TRUE,"hand caught in unguarded chuck, multiple fractures",2.1,akanksha
85,synthetic,"During the day shift at Storage Site E, a contractor was operating a forklift to move barrels when the rear guard rail collapsed. The forklift’s rear bumper clipped the guard rail, sending the load slightly off balance. The contractor immediately stopped the machine and reported the incident; no one was injured, but the guard rail had to be repaired before resuming operations.",yes,lifting,failed,2,FALSE,"guard rail collapsed, no injury, minor load imbalance",2.1,akanksha
164,osha,"An employee was injured when another employee driving a pickup truck backed into him, pinning him between the truck and heavy equipment. He was hospitalized with a puncture laceration to the right buttocks.",yes,driving,absent,4,TRUE,"pinned between truck and equipment, hospitalized puncture wound",2.1,akanksha
10,synthetic,"On the day shift at Pipeline Yard D, a company employee was stepping down from a 4‑meter high loading dock when the guard rail snapped, sending him to the concrete floor. He slipped and twisted his ankle, but no serious injury occurred; the incident was flagged as a near‑miss and the broken rail was replaced immediately.",yes,work_at_height,failed,3,FALSE,"4m fall stopped at ankle twist, guard rail snapped",2.1,akanksha
79,synthetic,"While on the night shift at Pipeline Yard D, a contractor was entering a drainage trench that was marked as a confined space. The contractor didn’t secure the air monitoring device before entry and the hatch lock was left open. When the contractor reached the bottom, the hatch suddenly swung open, exposing them to a drop of liquid sludge. The contractor grabbed the edge and managed to avoid falling, but the incident shows the hatch lock failure and the lack of proper ventilation monitoring.",yes,confined_space,absent,4,TRUE,"drainage trench entry, no air monitoring, hatch swung open onto sludge",2.1,akanksha
86,synthetic,"During the night shift at Terminal C, a company employee was attempting to enter a storage tank that was supposed to be sealed. He slipped on a wet patch, nearly fell into the tank, but a quick grab from a co‑worker kept him upright. The tank was not properly depressurized before entry, so the employee had to retreat and report the missing pressure gauge.",yes,confined_space,absent,4,TRUE,"tank not depressurized before entry attempt, co-worker caught him",2.1,akanksha
172,osha,"An employee's left hand was caught in a print machine's rollers, amputating the index and middle fingertips.",yes,line_of_fire,absent,4,TRUE,"hand caught in rollers, amputated fingertips",2.1,akanksha
18,synthetic,"During the day shift at Refinery B, a company employee was walking past the storage tanks when a sudden flare of flame popped up near the vent line. The worker realized a gas leak had started but it was just enough to ignite a small spark that fizzled out before it could spread. Luckily the safety valve was still functional and the flare was contained, but the employee had to evacuate the area and report the near-miss.",yes,line_of_fire,present,5,FALSE,"safety valve functional, flare contained, evacuated as precaution",2.1,akanksha
125,synthetic,"During the day shift on Rig 4, a company employee slipped off a ladder while moving a drill string to the rig floor. He lost footing on the rung and dropped onto the steel pipe supports below, scraping his shin but no serious injury. The fall happened because the ladder guard rail was not properly installed at the time.",yes,work_at_height,absent,3,FALSE,"scraped shin from ladder fall, guard rail not installed",2.1,akanksha
7,synthetic,"While operating Rig 4 during the day shift, a company employee was cutting a pipe when a hydraulic cylinder unexpectedly released pressure. The sudden jolt threw the employee backward, causing him to hit his shoulder against the metal frame. Fortunately, he only suffered a minor bruise and the incident was reported immediately.",yes,energy_isolation,failed,3,FALSE,"hydraulic cylinder released pressure unexpectedly, minor bruise",2.1,akanksha
98,synthetic,"During the night shift at Refinery B, a company employee was checking the pressure gauges on the upstream gas line when a sudden sharp hiss of gas was noticed. The employee quickly moved back but the leak was already reaching the fire suppression system, which had been disabled for maintenance. The employee shut the main valve, stopping the flow, but a small spark from the valve handle ignited a faint flame, which was quickly snuffed out by the sprinkler system before it could spread. The incident was flagged as a near‑miss; the fire barrier was found to be partially obstructed by a storage container, which should be removed immediately.",yes,energy_isolation,present,4,FALSE,"fire suppression disabled, spark ignited flame near obstructed barrier",2.1,akanksha
134,synthetic,"Night shift at Drilling Unit F, a contractor was walking through the rig floor without his hard hat and safety vest. He nearly ran into the support beam of the drill rig because the safety barrier was missing, and his unprotected head would have hit the overhead pipe if he had not stopped in time. The incident was reported after the contractor realized he had violated the PPE requirements and the crew had to stop work until a replacement hat and vest were found.",yes,line_of_fire,absent,3,FALSE,"PPE missing, near miss with overhead pipe, no injury",2.1,akanksha
175,osha,"An employee was taking a break by a baghouse after shoveling hot pellets that were being expelled from a cooler. While the pellets were still being expelled from the cooler hopper, a flame shot out of the discharge pipe, then backdrafted up the pipe into the cooler and then into the bag house. The employee suffered burns to the hands and arms from the resulting explosion.",yes,line_of_fire,unclear,5,FALSE,backdraft explosion burned hands and arms,2.1,akanksha
9,synthetic,"At Pipeline Yard D on the day shift, an employee was walking the perimeter when a delivery truck ran a stop sign and nearly hit him. The driver lost control after braking late, but the employee was lucky to step aside in time. The incident shows the truck’s speed was higher than the yard’s posted limits and the employee’s alertness saved him from a collision.",yes,driving,absent,4,TRUE,"truck ran stop sign, near collision at speed",2.1,akanksha
117,synthetic,"During the night shift on Rig 4, a company employee was attempting to lock out the hydraulic pump when the isolation valve slipped open. The valve handle stayed in the “on” position and the hydraulic pressure began to rise, but the employee noticed the pressure gauge spiking and quickly shut the system off, preventing any actual damage. The incident highlighted a failure in the energy isolation procedure and a missing safety interlock on the valve.",yes,energy_isolation,failed,4,TRUE,"valve slipped open, employee shut down before damage",2.1,akanksha
73,synthetic,"On the night shift at Refinery B, a contractor was moving a set of piping from the storage area to the tank line when he slipped on a wet patch of oil that had leaked from a cracked pipe. He nearly fell over the edge of the concrete walkway and managed to grab a support rail just in time, but the spill had created a noticeable slip‑trip hazard for anyone walking past. The spill was cleaned up immediately, and a warning sign was posted while the contractor waited for a maintenance crew to seal the crack.",yes,line_of_fire,absent,2,FALSE,"grabbed rail in time, spill cleaned immediately",2.1,akanksha
122,synthetic,"During the night shift at Refinery B, a contractor was entering a maintenance hatch that had not been properly sealed. He slipped on a wet patch and dropped a tool inside the hatch, creating a potential fire hazard. The hatch's safety lock was missing, so the contractor’s entry went unchecked and the area was not monitored until the tool was found.",yes,confined_space,absent,3,FALSE,"hatch lock missing, tool dropped, area unmonitored but no injury",2.1,akanksha
131,synthetic,"During the day shift at Terminal C, a company employee was cleaning the fuel transfer line when a sudden hiss of gas was noticed. The worker stopped and saw a small flame licking the pipe, but the flame was contained by the fire suppression system and the employee was able to evacuate the area quickly. The incident highlighted that the gas leak alarm was delayed, but luckily the barrier prevented a larger fire.",yes,energy_isolation,present,3,FALSE,fire suppression contained flame despite delayed alarm,2.1,akanksha
37,synthetic,"During the day shift at Rig 4, a company employee was walking across the site when a service truck accelerated out of control and almost ran over him. The driver was distracted, and the employee barely stepped aside in time. The incident was a clear near‑miss, highlighting a vehicle‑pedestrian interaction risk that needs to be addressed with better signage and driver training.",yes,driving,absent,4,TRUE,distracted driver nearly ran over pedestrian at speed,2.1,akanksha
166,osha,"On August 4, 2025, an employee was fixing a jammed carousel and using a hook to manually adjust the carousel by hand. The hook slipped off and the employee fell to the concrete ground, resulting in hospitalization for a fractured right hip.",yes,work_at_height,failed,4,TRUE,"hook slipped, fall resulted in fractured hip, hospitalized",2.1,akanksha
118,synthetic,"During the night shift in Pipeline Yard D, a company employee was working on the 12‑inch line when he noticed a faint odor of propane. He stopped the line and checked the pressure gauge, but the leak detector alarm didn’t sound because the sensor was still offline. The employee capped the pipe with a hand‑tied clamp, but the clamp loosened when he moved it, and the gas escaped, briefly lighting a spark from a nearby welding torch that almost ignited the spill. He quickly pulled the torch away, and a small puff of flame was contained before the fire broke out.",yes,hot_work,absent,4,TRUE,welding torch spark nearly ignited gas leak with offline detector,2.1,akanksha
138,synthetic,"During the day shift at Storage Site E, a contractor was operating a pallet jack to move a bulk container. While accelerating forward, the jack’s rear wheel struck the edge of a storage bin and spun off, causing the container to topple and roll onto the ground. The contractor narrowly avoided injury as the container landed on a soft soil patch, but the incident highlighted the lack of a proper guardrail around the bin area.",yes,lifting,absent,2,FALSE,"container toppled onto soft soil, no injury",2.1,akanksha
8,synthetic,"At Loading Bay G during the day shift, a company employee was unloading a tank when a gas vent opened slightly. The employee smelled a strong odor and saw a faint puff of flame, but the fire extinguisher was still within reach, so they quickly sprayed it and the flame died out. The gas detector alarm went off and the area was evacuated; no one was hurt, but the fire barrier around the vent was found to be missing and will be replaced.",yes,hot_work,absent,3,FALSE,"flame extinguished quickly, extinguisher within reach",2.1,akanksha
163,osha,An employee was throwing construction debris into a dumpster. A piece of block debris lacerated his right bicep. He was hospitalized.,yes,lifting,absent,3,FALSE,"debris lacerated bicep, hospitalized but not life-threatening",2.1,akanksha
149,synthetic,"Day shift at Refinery B, a company employee was going into the tank house for a routine inspection. The ladder had been propped up by a temporary bar, but it slid off when the worker moved, so the employee slipped and nearly fell into the tank. He stopped the entry, called for help, and the safety barrier was then put in place before anyone else entered.",yes,confined_space,absent,4,TRUE,"ladder slipped near tank entry, barrier installed only after",2.1,akanksha
53,synthetic,"During the night shift at Terminal C, a contractor was operating the pallet jack when the hydraulic cylinder failed to lock. The jack tipped over, sending a stack of empty drums onto the work floor. The contractor was only slightly shaken, but the incident shows the machine’s safety lock was missing and the barrier around the loading area had not been put up.",yes,lifting,absent,2,FALSE,"drums fell, contractor only shaken, no injury",2.1,akanksha
43,synthetic,"During the night shift at Drilling Unit F, a company employee slipped on a patch of spilled drilling fluid that had not been cleaned up. The employee was just about to reach for a safety barrier that was still being erected when the slip occurred. The slip caused the worker to lose balance, but they managed to catch themselves on a nearby pipe and avoided falling. The incident highlighted the need for immediate cleanup and proper barrier installation before shift end.",yes,line_of_fire,absent,2,FALSE,"caught self on pipe, barrier being erected at time",2.1,akanksha
58,synthetic,"During the day shift at Refinery B, a contractor was working on the flue gas stack when he was found without a hard hat and safety harness. He was standing near a hot vent and was about to touch a live pipe; fortunately, the guard rail was in place and prevented a fall. Still, the lack of PPE posed a serious risk, and the contractor had to be pulled away before any injury occurred.",yes,work_at_height,present,3,FALSE,guard rail in place prevented fall despite PPE lapse,2.1,akanksha
72,synthetic,"During the day shift at Drilling Unit F, a company employee was walking along the access road when a supply truck back‑saw him and had to brake sharply to avoid a collision. The truck’s emergency brake did not fully stop the vehicle, and the employee only narrowly dodged a minor impact. The incident highlighted that the pedestrian crossing sign was not visible in that spot, increasing the risk of future vehicle‑pedestrian interactions.",yes,driving,failed,4,TRUE,"truck braked sharply, narrowly dodged, minor risk",2.1,akanksha
76,synthetic,"During the night shift at Terminal C, a contractor was working on a 12‑foot ladder to replace a faulty pipe valve when the ladder’s base slipped on a wet patch of concrete. He lost his footing, slipped, and fell about six inches onto the ground. Luckily he landed on a padded floor and only sustained a minor wrist sprain, but the incident highlighted the missing hand‑rail on that ladder set.",yes,work_at_height,absent,2,FALSE,"fell six inches onto padded floor, minor sprain",2.1,akanksha
6,synthetic,"Day shift at Rig 4, a company employee was operating the drilling winch when the safety latch on the load‑hold arm failed to lock. The arm slipped slightly, causing a small hydraulic hose to come off and spill oil onto the floor. The employee immediately stopped the winch, flagged the area, and called for a repair crew to replace the latch and clean up the spill.",yes,lifting,failed,2,FALSE,"latch failed, oil spill only, no injury",2.1,akanksha
169,osha,"On March 16, 2019, an employee was using a knife to prepare a meal.  The knife slipped and cut the employee's thumb, amputating the end of it.",no,none,,1,FALSE,"domestic kitchen knife injury, not an LSR-covered work hazard",2.1,akanksha
157,osha,"An employee stood up at their desk to plug a phone into their computer. When the employee went to sit back down, they missed the chair and fell, hitting their head. The employee required hospitalization for a post-concussive head injury.",no,none,,1,FALSE,"slip from chair at desk, not LSR-related",2.1,akanksha
57,synthetic,"Night shift on Rig 4, a contractor was welding in the rig bay when the spark hit a small leak of natural gas that was still on the vent pipe. The gas ignited a brief flare, but the fire alarm activated immediately and the fire suppression system kicked in, putting the blaze out before it could spread. The contractor was fine, but the incident revealed that the gas leak valve cover was missing, so we’re pulling the valve into a proper safety cage right away.",yes,hot_work,absent,4,TRUE,"welding spark ignited gas leak, valve cover missing",2.1,akanksha
28,synthetic,"During the night shift at Terminal C, a company employee attempted to enter the storage tank venting hatch to check a faulty pressure gauge. The employee didn’t use the required air‑monitoring and the hatch’s lock was missing, so the hatch opened unexpectedly, letting a sudden rush of toxic vapor into the space. The worker was able to exit quickly and pull the hatch closed, but the incident highlighted that the lock and proper confined‑space protocols were not in place.",yes,confined_space,absent,4,TRUE,"toxic vapor rush into confined space, no air monitoring or lock",2.1,akanksha
147,synthetic,"At Loading Bay G on the day shift, a company employee was walking toward the loading dock when a forklift driver didn’t see him and the forklift brushed the worker’s shoulder, sending him stumbling back into a stack of pallets. The employee was shaken, bruised, but not seriously injured. The incident was called out as a near‑miss, and the driver was reminded to keep an eye on the pedestrian zone.",yes,line_of_fire,failed,3,FALSE,"forklift brushed shoulder, bruised not seriously injured",2.1,akanksha
140,synthetic,"At Refinery B, on the night shift, a contractor was entering the 8‑foot tall venting stack through the access hatch. He had forgotten to secure the temporary entry seal, so as he lowered the harness the seal slipped and he slipped on the slick metal surface. He fell about 3 feet but was pulled up by a guard. The incident highlighted a missing safety barrier and the risk of a confined space entry failure.",yes,confined_space,absent,3,FALSE,"fell ~3ft in venting stack, pulled up by guard",2.1,akanksha
33,synthetic,"At the maintenance shop H during the day shift, a company employee was working on the roof of the storage tank when he slipped on a wet patch left from a recent spill. He almost fell, but the guard rail held him in place. The spill area was not marked and the safety signage was missing, so the employee had to climb back down carefully.",yes,work_at_height,present,3,FALSE,"guard rail held him, unmarked spill signage missing",2.1,akanksha
151,osha,An employee was cleaning debris from a machine when their left hand was caught in the in-going nip point. The employee sustained fractures and a crush injury to fingers of the left hand.,yes,line_of_fire,absent,4,TRUE,"hand caught in nip point, fractures and crush injury",2.1,akanksha
121,synthetic,"During the day shift at Refinery B, a contractor was working on a maintenance task when the hydraulic lift arm slipped out of the guard rail. He nearly got caught between the arm and the steel frame, but the guard rail caught his sleeve and he avoided serious injury. The incident highlights that the guard rail was not properly secured to the lift frame, creating a machinery hazard for anyone in the area.",yes,lifting,absent,4,TRUE,"guard rail caught sleeve, avoided serious injury",2.1,akanksha
50,synthetic,"During the day shift at Storage Site E, a company employee slipped on a wet patch of oil that had leaked from a leaking pipe near the loading dock. The floor was not marked with any warning tape and the spill had spread beyond the containment barrier. The employee caught herself on a nearby metal post and was able to recover without injury, but the incident revealed that the spill containment barrier was missing in that area.",yes,line_of_fire,absent,2,FALSE,"caught self on post, no injury, barrier missing",2.1,akanksha
144,synthetic,"In Maintenance Shop H during the night shift, a company employee was working on a hydraulic press when the guard door failed to latch properly. The employee stepped back just in time, but the press moved unexpectedly, sending a metal arm into the workspace. Luckily, no one was hit, but the incident shows the guard was missing a lock.",yes,line_of_fire,failed,3,FALSE,"guard door failed to latch, no one hit",2.1,akanksha
176,osha,"An employee was removing an ambulance off a lift jack when the pressure against the jack caused the handle to kick upward, striking the employee on the left side of the head, neck, and jaw. The employee suffered injuries that required hospitalization.",yes,lifting,failed,5,TRUE,"jack handle struck head/neck/jaw, hospitalized",2.1,akanksha
112,synthetic,"During the day shift at Pipeline Yard D, a contractor was walking across the loading dock when a discarded oil container fell into a shallow trench that had no guardrail. The contractor nearly slipped and caught himself on the edge, but the container rolled over and damaged a nearby pipe. The incident was a near‑miss but caused a small leak that required immediate containment.",yes,line_of_fire,absent,2,FALSE,"near-miss, small leak from damaged pipe, no injury",2.1,akanksha
60,synthetic,"During the day shift at Refinery B, a contractor was climbing a 12‑meter ladder to replace a burner vent. The ladder's guardrail was missing on the right side, so the contractor slipped but caught himself on the side rail, landing on his back but not hitting the platform. No injuries were reported, but the incident showed a clear lapse in safety equipment.",yes,work_at_height,absent,3,FALSE,"12m ladder, guardrail missing, landed on back but no injury reported",2.1,akanksha
77,synthetic,"Night shift on Rig 4 when a company employee was trying to start the drilling motor without the isolation lock being engaged. The lockout tag was missing and the pressure release valve had not been closed. The employee almost got caught in the rotating part when the motor started, but a quick stop by the crew prevented injury.",yes,energy_isolation,absent,4,TRUE,"motor started near rotating part, lockout tag missing",2.1,akanksha
38,synthetic,"At Terminal C on the day shift, a contractor was working on the roof of the storage bay when the guard rail that had been set up for his task collapsed. The rail was only partially secured, and as he leaned to check a pipe, he slipped and fell about 3 feet onto the concrete floor below. Luckily he only sustained a minor wrist sprain and was treated on site.",yes,work_at_height,failed,3,FALSE,"~3ft fall onto concrete, minor wrist sprain",2.1,akanksha
139,synthetic,"At Rig 4, during the day shift, a company employee was walking around the drill floor without wearing a hard hat or safety vest, despite the hard‑hat zone signs. The employee was nearly struck by a falling drill pipe that slipped from a nearby rigging rig. No one was injured, but the incident highlighted a clear PPE noncompliance that could have caused serious injury.",yes,line_of_fire,absent,3,FALSE,"PPE missing, narrowly missed by falling drill pipe",2.1,akanksha
27,synthetic,"During the night shift at Storage Site E, a company employee was handling a pressure line when a small spark ignited a flammable vapor that had leaked from a cracked valve. The flame spread quickly but was stopped by the automatic fire suppression system before it could reach the storage tanks. The employee had to evacuate the area and report the incident, but no one was injured.",yes,line_of_fire,present,4,FALSE,automatic suppression stopped flame before tanks reached,2.1,akanksha
