report_id,hazard_assessment,lsr_rule,control_status,severity,is_sif_precursor,rubric_version,annotator
50,yes,line_of_fire,absent,2,False,2.1,agreed
144,yes,line_of_fire,failed,3,False,2.1,agreed
176,yes,lifting,failed,5,True,2.1,agreed
112,yes,line_of_fire,absent,2,False,2.1,agreed
77,yes,energy_isolation,absent,4,True,2.1,agreed
38,yes,work_at_height,failed,3,False,2.1,agreed
27,yes,line_of_fire,present,4,False,2.1,agreed
67,yes,confined_space,failed,3,False,2.1,agreed
141,yes,line_of_fire,absent,4,True,2.1,agreed
23,no,none,,3,False,2.1,agreed
128,yes,energy_isolation,failed,4,True,2.1,agreed
179,yes,energy_isolation,absent,3,False,2.1,agreed
34,yes,work_at_height,absent,3,False,2.1,agreed
177,no,none,,2,False,2.1,agreed
25,no,none,,2,False,2.1,agreed
41,yes,energy_isolation,failed,4,True,2.1,agreed
52,yes,lifting,absent,4,True,2.1,agreed
133,yes,energy_isolation,failed,5,True,2.1,agreed
104,yes,line_of_fire,absent,4,True,2.1,agreed
129,no,none,,1,False,2.1,agreed
93,yes,energy isolation,absent,4,True,2.1,agreed
64,yes,driving,absent,5,True,2.1,agreed
84,no,none,,2,False,2.1,agreed
155,yes,line_of_fire,unclear,4,False,2.1,agreed
124,yes,work_at_height,absent,4,True,2.1,agreed
45,no,none,,2,False,2.1,agreed
29,no,none,,2,False,2.1,agreed
69,yes,energy isolation,absent,4,True,2.1,agreed
137,yes,confined space,absent,4,True,2.1,agreed
3,yes,lifting,failed,4,True,2.1,agreed
19,yes,line_of_fire,absent,5,True,2.1,agreed
4,yes,line_of_fire,failed,4,True,2.1,agreed
146,yes,line_of_fire,failed,5,True,2.1,agreed
136,yes,line_of_fire,failed,3,False,2.1,agreed
5,no,none,,2,False,2.1,agreed
152,yes,line_of_fire,unclear,3,False,2.1,agreed
170,no,none,unclear,3,False,2.1,agreed
159,yes,work_at_height,failed,5,True,2.1,agreed
26,yes,energy_isolation,absent,5,True,2.1,agreed
2,yes,confined space,absent,4,True,2.1,agreed
80,yes,energy_isolation,absent,5,True,2.1,agreed
154,yes,work_at_height,unclear,5,False,2.1,agreed
94,yes,driving,absent,5,True,2.1,agreed
110,yes,driving,failed,5,True,2.1,agreed
24,yes,energy_isolation,absent,4,True,2.1,agreed
168,yes,line_of_fire,unclear,5,False,2.1,agreed
48,yes,energy isolation,absent,5,True,2.1,agreed
40,yes,work_at_height,failed,3,False,2.1,agreed
145,yes,work_at_height,absent,4,True,2.1,agreed
54,yes,energy isolation,failed,4,True,2.1,agreed
158,yes,line_of_fire,unclear,4,False,2.1,agreed
11,yes,line_of_fire,absent,3,False,2.1,agreed
120,yes,confined space,absent,4,True,2.1,agreed
135,yes,line_of_fire,absent,5,True,2.1,agreed
167,yes,driving,unclear,4,False,2.1,agreed
153,yes,work_at_height,unclear,3,False,2.1,agreed
126,yes,work_at_height,absent,4,True,2.1,agreed
65,yes,confined_space,absent,4,True,2.1,agreed
51,yes,work_at_height,absent,3,True,2.1,agreed
130,yes,line_of_fire,absent,5,True,2.1,agreed
162,yes,none,,4,False,2.1,agreed
92,no,none,,2,False,2.1,agreed
95,yes,hot_work,failed,5,True,2.1,agreed
115,yes,driving,absent,5,True,2.1,agreed
99,yes,confined_space,absent,5,True,2.1,agreed
119,yes,line_of_fire,absent,5,True,2.1,agreed
111,yes,confined_space,absent,5,True,2.1,agreed
101,no,none,,2,False,2.1,agreed
178,no,none,,5,False,2.1,agreed
142,yes,confined_space,absent,5,True,2.1,agreed
132,yes,confined_space,absent,5,True,2.1,agreed
49,yes,driving,absent,3,False,2.1,agreed
62,yes,energy_isolation,failed,4,True,2.1,agreed
100,yes,energy_isolation,failed,5,True,2.1,agreed
87,yes,lifting,failed,5,True,2.1,agreed
106,yes,energy_isolation,absent,5,True,2.1,agreed
74,yes,confined_space,absent,3,False,2.1,agreed
114,yes,lifting,absent,5,True,2.1,agreed
66,yes,confined_space,absent,5,True,2.1,agreed
14,yes,confined_space,absent,5,True,2.1,agreed
160,yes,line_of_fire,unclear,4,False,2.1,agreed
102,yes,confined_space,failed,5,True,2.1,agreed
13,yes,confined_space,absent,5,True,2.1,agreed
148,yes,hot_work,absent,4,True,2.1,agreed
165,yes,lifting,unclear,3,False,2.1,agreed
75,no,none,,2,False,2.1,agreed
16,yes,energy_isolation,failed,5,True,2.1,agreed
39,yes,energy_isolation,failed,4,True,2.1,agreed
30,yes,confined_space,absent,5,True,2.1,agreed
88,yes,driving,absent,5,True,2.1,agreed
109,yes,work_at_height,failed,3,False,2.1,agreed
161,yes,line_of_fire,failed,4,True,2.1,agreed
97,yes,energy_isolation,absent,5,True,2.1,agreed
123,yes,energy_isolation,absent,5,True,2.1,agreed
21,yes,line_of_fire,failed,3,False,2.1,agreed
22,yes,lifting,failed,5,True,2.1,agreed
44,no,none,,2,False,2.1,agreed
61,yes,energy isolation,absent,5,True,2.1,agreed
127,yes,lifting,failed,5,True,2.1,agreed
68,yes,confined space,absent,3,False,2.1,agreed
143,yes,confined space,failed,5,True,2.1,agreed
31,yes,line_of_fire,absent,3,False,2.1,agreed
70,yes,confined_space,failed,5,True,2.1,agreed
96,yes,line_of_fire,unclear,5,True,2.1,agreed
105,yes,work_at_height,failed,5,True,2.1,agreed
113,yes,confined_space,failed,5,True,2.1,agreed
156,yes,driving,unclear,5,False,2.1,agreed
173,yes,line_of_fire,unclear,2,False,2.1,agreed
